Timestamp,Z11_CO2 (ppm),Z12+13_CO2 (ppm),Z15+16_CO2 (ppm),Z17_CO2 (ppm),Z1_CO2 (ppm),Z21_CO2 (ppm),Z22+23_CO2 (ppm),Z24_CO2 (ppm),Z25+26+27_CO2 (ppm),Z31_CO2 (ppm),Z32_CO2 (ppm),Z33_CO2 (ppm),Z3_CO2 (ppm),Z4_CO2 (ppm),Z5_CO2 (ppm)
2022-06-01 00:00:00-04:00,390.29865417480505,429.9733347574871,424.3306676228842,418.7733337402344,419.775998433431,390.079986572266,425.72799835205086,481.85066630045577,390.079986572266,390.079986572266,433.53066558837895,439.0959999084473,419.8880002339682,390.079986572266,390.079986572266
2022-06-01 01:00:00-04:00,390.49065500895216,431.6373316446941,420.8746668497722,416.13333333333344,416.1866673787435,390.079986572266,425.9893330891928,570.8480026245119,390.079986572266,390.079986572266,438.1920008341471,447.4559997558595,421.5626653035482,390.079986572266,390.079986572266
2022-06-01 02:00:00-04:00,390.2986546834314,434.87999877929695,425.1626668294271,419.5946650187176,421.3706649780274,390.079986572266,429.7813329060872,667.2106658935547,390.079986572266,390.079986572266,437.6213358561199,447.4133331298829,425.2426671346029,391.09332173665393,390.079986572266
2022-06-01 03:00:00-04:00,392.1119908650719,441.0346664428711,451.2533330281576,433.2266682942709,441.7706685384116,390.079986572266,423.4986689249675,607.3493336995444,390.079986572266,390.079986572266,431.2746663411459,443.2053329467775,441.6693349202475,396.9759984334312,407.5679946899417
2022-06-01 04:00:00-04:00,392.0213261922202,449.0506688435872,460.74666595459,446.70400136311855,448.7839996337891,390.079986572266,426.8853342692058,425.2586669921876,390.079986572266,390.079986572266,433.1680013020834,444.96000213623057,451.1200012207033,412.6506657918296,483.5413360595704
2022-06-01 05:00:00-04:00,392.02132568359394,457.5093322753907,458.1866678873699,456.522667948405,444.13866678873705,390.079986572266,433.42399749755873,427.9199961344402,390.079986572266,390.079986572266,433.12533365885423,447.5679982503256,450.7946670532227,409.2586639404298,450.71466471354177
2022-06-01 06:00:00-04:00,392.485327657064,459.0399998982748,444.5013341267904,452.04266764322927,432.5760009765626,390.079986572266,433.84533487955736,540.0746668497723,390.079986572266,390.079986572266,436.87466634114594,445.8186670939129,429.01866658528655,393.3759918212893,392.5813268025719
2022-06-01 07:00:00-04:00,390.94398956298863,457.1360005696615,447.1360005696615,443.0186670939129,432.96533253987633,390.079986572266,438.2453343709311,556.3040023803712,390.079986572266,390.079986572266,436.9546681722006,450.704000345866,429.18400115966807,396.07999776204434,390.3519877115889
2022-06-01 08:00:00-04:00,395.0986623128256,456.3733342488608,454.6666656494141,450.4053339640301,447.4400004069011,390.079986572266,443.4293329874676,509.9253311157228,390.079986572266,390.079986572266,441.17866770426434,454.5493331909181,450.1600011189779,409.8346674601237,475.2373306274416
2022-06-01 09:00:00-04:00,395.8239959716799,473.1733322143555,464.3626658121745,455.3706675211589,466.5173360188803,390.079986572266,439.31733296712247,496.65066630045584,390.079986572266,390.079986572266,440.5013336181641,455.6746658325196,470.62933247884126,425.6213322957358,519.1040059407553
