Timestamp,BTU10(Z21+22+23+24+25+26+27)_ReturnT (C),BTU10(Z21+22+23+24+25+26+27)_SupplyT (C),BTU11(Z32+33)_ReturnT (C),BTU11(Z32+33)_SupplyT (C),BTU13(Z31)_ReturnT (C),BTU13(Z31)_SupplyT (C),BTU5(Z2+3+4+5)_ReturnT (C),BTU5(Z2+3+4+5)_SupplyT (C),BTU6(Z1)_ReturnT (C),BTU6(Z1)_SupplyT (C),BTU7(Z14+15+16+17)_ReturnT (C),BTU7(Z14+15+16+17)_SupplyT (C),BTU8(Z11+12+13)_ReturnT (C),BTU8(Z11+12+13)_SupplyT (C),BTU10(Z21+22+23+24+25+26+27)_energy (kBTU/h),BTU10(Z21+22+23+24+25+26+27)_flow (GPM),BTU11(Z32+33)_energy (kBTU/h),BTU11(Z32+33)_flow (GPM),BTU13(Z31)_energy (kBTU/h),BTU13(Z31)_flow (GPM),BTU5(Z2+3+4+5)_energy (kBTU/h),BTU5(Z2+3+4+5)_flow (GPM),BTU6(Z1)_energy (kBTU/h),BTU6(Z1)_flow (GPM),BTU7(Z14+15+16+17)_energy (kBTU/h),BTU7(Z14+15+16+17)_flow (GPM),BTU8(Z11+12+13)_energy (kBTU/h),BTU8(Z11+12+13)_flow (GPM)
2022-06-01 00:00:00-04:00,23.21251248,23.81311289,23.27884709,22.63913607,24.59074042,24.81644609,22.27478388,21.54532122,21.79152609,22.14270853,24.05080873,23.12068734,23.36078764,22.93553374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 01:00:00-04:00,23.11487261,23.7174689,23.10456566,22.56841547,24.47550957,24.6850687,22.0400835,21.21506048,21.3807946,21.72260765,23.73139113,22.81077406,23.02489168,22.60523365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 02:00:00-04:00,23.00532122,23.67558176,22.96072501,22.51618859,24.36340989,24.55648182,21.80180783,20.91036493,21.05004819,21.38027438,23.50417533,22.55930314,22.75757182,22.39739425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 03:00:00-04:00,22.87904612,23.61455607,22.84543567,22.44296575,24.22856861,24.40260195,21.7097021,20.89497884,21.02824981,21.32023882,23.48920752,22.45271471,22.63139562,22.48884759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 04:00:00-04:00,22.74379017,23.4716243,22.74152374,22.36333296,24.14367725,24.29284329,21.73407569,21.05590347,21.21856089,21.4826687,23.54923983,22.43161067,22.66957135,22.60648191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 05:00:00-04:00,22.63381527,23.36433686,22.65529739,22.29735438,24.0849437,24.22104511,21.81478649,21.24161741,21.4219503,21.68335992,23.6104576,22.45221753,22.78897321,22.7012197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 06:00:00-04:00,22.56999878,23.34400982,22.60176807,22.27838057,23.99419241,24.11975055,21.95687944,21.30333046,21.43736147,21.72433853,23.58608218,22.46639676,22.88973596,22.72005562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 07:00:00-04:00,22.53191778,23.35657289,22.55830468,22.28389846,23.90373993,24.01782325,21.98452483,21.27121862,21.3146257,21.63333603,23.55029587,22.45507007,22.89896294,22.6867454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 08:00:00-04:00,22.48329417,23.3552528,22.50566461,22.27072341,23.8313025,23.93211026,21.92902254,21.26625068,21.22107244,21.55051118,23.56563278,22.4399063,22.84262841,22.65239878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 09:00:00-04:00,22.41505065,23.29981309,22.4465782,22.23503247,23.79750322,23.89154971,21.8700801,21.35542057,21.31044868,21.6263622,23.62526392,22.44378994,22.80001563,22.66568869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 10:00:00-04:00,22.36630772,23.23356099,22.41641673,22.22351682,23.78584233,23.87141482,21.87376799,21.50046398,21.47413247,21.76320726,23.64529878,22.4478071,22.82720813,22.70996405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 11:00:00-04:00,22.35050993,23.2188222,22.41674098,22.25107652,23.80428406,23.88277668,21.87391712,21.65807406,21.65412938,21.92184356,23.68685447,22.46278968,22.90567787,22.77603199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 12:00:00-04:00,22.34682839,23.22577173,22.44117631,22.30326024,23.84984483,23.92328905,21.87295617,21.76151339,21.82405112,22.08438661,23.78660605,22.51040367,23.01307911,22.85301675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 13:00:00-04:00,22.36482479,23.2401696,22.47561094,22.35825115,23.89542919,23.96498567,21.91490746,21.84381817,21.9538577,22.21810503,23.87896015,22.585687,23.12096808,22.92970622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 14:00:00-04:00,22.39337921,23.25836598,22.5167882,22.41446283,23.9256577,23.98789773,21.94602917,21.91640734,22.02093004,22.30617318,23.94247345,22.66590754,23.20642139,23.00785121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 15:00:00-04:00,22.42769086,23.25814219,22.55994048,22.47344448,23.94780781,24.00115331,21.99684461,22.01644657,22.06382801,22.35533622,23.95469454,22.72869802,23.26872868,23.07937615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 16:00:00-04:00,22.45819579,23.25414311,22.60205283,22.53039855,23.96741648,24.01159032,22.0577045,22.11062036,22.09650492,22.39864653,23.92621796,22.75370033,23.30921943,23.14085402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 17:00:00-04:00,22.47553091,23.25590218,22.6306981,22.56127562,23.97831648,24.02011483,22.07178038,22.13260375,22.12119251,22.43769589,23.92883866,22.75666618,23.3277987,23.19268912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
