Timestamp,Plug_Basement,Cooling,Exhaust fan,EHW,Sumppump,Emergency light load,EL,Fire alarm,Heat pump electric,Heating,IT,Lighting,Plug1,Plug2,Plug3,PV_meter1_load (kW),PV_meter2_load (kW),Battery cabinet,Solar_hot_water_load (kW),Solar rapid shutdown,Control,NET,IN,OUT
2023-06-04 00:00:00-04:00,0.095249057,0.00190975,0.00415075,0,0.001199083,0.049461417,0,0.067917317,0,0,0.638937526,0.002096833,0.011872149,0.012141665,0.0011649,0,0,0.003116424,0,0.004010667,0.129701687,1.068344897,1.068344897,0
2023-06-04 01:00:00-04:00,0.054041496,0.00192025,0.004113583,0.253796721,0.001204583,0.049368416,0,0.067767567,0,0,0.651537652,0.00209185,0.012000416,0.011990249,0.001124967,0,0,0.003120333,0,0.00399725,0.129629985,1.301520459,1.301520459,0
2023-06-04 02:00:00-04:00,0.107065123,0.001921917,0.004104167,0,0.001200833,0.049628333,0,0.067676066,0,0,0.639317427,0.00220635,0.011929166,0.012115232,0.001131283,0,0,0.003110167,0,0.0039975,0.129612719,1.077351733,1.077351733,0
2023-06-04 03:00:00-04:00,0.058810662,0.00191975,0.004088917,0,0.001202,0.049736167,0,0.068076633,0,0,0.637465544,0.002333833,0.011858182,0.011808732,0.001148017,0,0,0.003112667,0,0.004049333,0.132096522,1.039661543,1.039661543,0
2023-06-04 04:00:00-04:00,0.090678923,0.001927583,0.004073583,0,0.0012305,0.049785417,0,0.068031417,0,0,0.637556129,0.00210255,0.011829149,0.012058782,0.001150583,0,0,0.003119417,0,0.003925917,0.131074004,1.059621348,1.059621348,0
2023-06-04 05:00:00-04:00,0.07771301,0.001934833,0.004089583,0,0.001209583,0.04963425,0,0.067578366,0,0,0.63665751,0.00209555,0.011970349,0.012093499,0.001217183,0.021270364,0.023503831,0.003121833,0,0.00404725,0.13618377,0.999196398,0.999196398,0
2023-06-04 06:00:00-04:00,0.07210856,0.00192025,0.004107667,0.212876288,0.00119625,0.049585083,0,0.067779384,0,0,0.638092906,0.002097633,0.011984383,0.011994749,0.001127317,0.190694031,0.180659159,0.003119333,0,0.004184917,0.13224302,0.802924173,0.804870318,-0.001946146
2023-06-04 07:00:00-04:00,0.099185474,0.001901833,0.00409975,0,0.001206583,0.049682667,0,0.0678859,0,0,0.636848913,0.002099683,0.011938816,0.012010049,0.00115675,1.131513108,1.101104412,0.00310925,0,0.003905667,0.129476454,-1.195563049,0,-1.195563049
2023-06-04 08:00:00-04:00,0.052847062,0.00192725,0.0041205,0,0.001192,0.049421667,0,0.06737675,0,0,0.637480282,0.002098217,0.011996166,0.011885965,0.001128817,1.616516215,1.522972749,0.00311825,0,0.004041167,0.130731403,-2.153654337,0,-2.153654337
2023-06-04 09:00:00-04:00,0.100491974,0.001919083,0.004100417,0,0.00119175,0.049157917,0,0.067440384,0,0,0.639214061,0.0024349,0.011781116,0.038848112,0.001142317,2.460520267,2.322202615,0.00312125,0,0.004084583,0.132789471,-3.717532035,0,-3.717532035
2023-06-04 10:00:00-04:00,0.066139643,0.001937,0.004094083,0.251789737,0.001187167,0.049083501,0,0.067287967,0,0,0.639379209,0.002440083,0.012031566,0.071001675,0.001166917,3.020412668,2.858528266,0.003111333,0,0.004008833,0.128949437,-4.563449761,0.001337647,-4.564787409
2023-06-04 11:00:00-04:00,0.090111392,0.00193775,0.0040695,0,0.001172667,0.048998833,0,0.0672485,0,0,0.638284441,0.002090333,0.011942816,0.074522091,0.001151733,2.400106563,2.303170965,0.003117167,0,0.004042167,0.129573254,-3.622427897,0,-3.622427897
2023-06-04 12:00:00-04:00,0.083303292,0.001931333,0.0040685,0,0.001191417,0.049230834,0,0.067406817,0,0,0.638095058,0.005047066,0.011869083,0.020177898,0.001148133,3.272243935,3.1600358,0.00312225,0,0.004237167,0.130527786,-5.404190007,0,-5.404190007
2023-06-04 13:00:00-04:00,0.072588195,0.001918833,0.004071667,0,0.001174417,0.048692918,0,0.066929017,0,0,0.637809552,0.0020747,0.011858066,0.011890799,0.001105983,1.973792265,1.898064105,0.00312025,0,0.00407125,0.132151518,-2.872521776,0,-2.872521776
2023-06-04 14:00:00-04:00,0.096576591,0.001907583,0.00409725,0,0.001176167,0.049031001,0,0.0673064,0,0,0.637924251,0.00207865,0.011812349,0.011952982,0.001147417,2.182689592,2.093277504,0.003128583,0,0.004018583,0.13081402,-3.242016735,0,-3.242016735
2023-06-04 15:00:00-04:00,0.058205961,0.001926083,0.00407575,0.248818978,0.001176167,0.048144833,0,0.066604584,0,0,0.640302861,0.002057067,0.011911799,0.012035849,0.001111133,1.033057073,0.987701869,0.003112833,0,0.004104083,0.132983519,-0.815412808,0.280252474,-1.095665283
2023-06-04 16:00:00-04:00,0.098567456,0.001928,0.0040865,0,0.00117,0.048656583,0,0.0668399,0,0,0.638749194,0.002065133,0.011733066,0.011946432,0.0011133,0.553789687,0.53913583,0.003113833,0,0.00386725,0.131854637,-0.059816449,0.071078911,-0.13089536
2023-06-04 17:00:00-04:00,0.07311901,0.0019145,0.004052583,0,0.001139583,0.048437584,0,0.066841917,0,0,0.637823602,0.002055583,0.011809599,0.012084932,0.001126733,0.302168143,0.293533121,0.00310925,0,0.004060917,0.129468971,0.412525223,0.423588354,-0.011063131
2023-06-04 18:00:00-04:00,0.081255609,0.00190625,0.00405125,0,0.001152417,0.048351916,0,0.066519984,0,0,0.639516373,0.00205545,0.011791816,0.011971632,0.00111495,0.230676233,0.223629802,0.003119417,0,0.003959917,0.129022222,0.561203421,0.561203421,0
2023-06-04 19:00:00-04:00,0.092692241,0.001936,0.004048833,0,0.0011495,0.047821501,0,0.0668637,0,0,0.639935488,0.002047867,0.011818733,0.011992215,0.00110645,-0.029071769,-0.019928187,0.003112333,0,0.003833833,0.12994842,1.081039442,1.081039442,0
2023-06-04 20:00:00-04:00,0.061957911,0.0019085,0.004039417,0.248858134,0.001152,0.048195667,0,0.066670601,0,0,0.639511772,0.003237017,0.011794599,0.012100815,0.001108167,-0.010732175,-0.009526313,0.00311675,0,0.0040165,0.12894182,1.291600887,1.291600887,0
2023-06-04 21:00:00-04:00,0.100730673,0.001908,0.004041833,0,0.001158917,0.04835025,0,0.066645284,0,0,0.645429583,0.002044317,0.011933466,0.012089415,0.001086483,0,0,0.003112083,0,0.004032417,0.129376702,1.083714734,1.083714734,0
2023-06-04 22:00:00-04:00,0.06920111,0.001914417,0.004059833,0,0.001151,0.0484415,0,0.067076483,0,0,0.63884929,0.00205555,0.011800583,0.011874665,0.00113495,0,0,0.003116833,0,0.004026833,0.129559887,1.04104116,1.04104116,0
2023-06-04 23:00:00-04:00,0.086176042,0.00191525,0.004085917,0,0.00116025,0.048750834,0,0.067227483,0,0,0.637823393,0.002063183,0.011918683,0.011863115,0.001139433,0,0,0.003120667,0,0.003990083,0.131304055,1.06218123,1.06218123,0
