Timestamp,BTU2(Gwell_L)_ReturnT (F),BTU2(Gwell_L)_SupplyT (F),BTU3(Gwell_R)_ReturnT (F),BTU3(Gwell_R)_SupplyT (F),BTU4(Gwell_Com)_ReturnT (F),BTU4(Gwell_Com)_SupplyT (F),BTU2(Gwell_L)_energy (BTUs),BTU2(Gwell_L)_flow (GPM),BTU3(Gwell_R)_energy (BTUs),BTU3(Gwell_R)_flow (GPM),BTU4(Gwell_Com)_energy (BTUs),BTU4(Gwell_Com)_flow (GPM)
2022-06-01 00:00:00-04:00,75.04072621663411,70.52268104553222,74.78504587809245,70.36894238789877,78.45575408935548,79.77852274576823,0.0,0.0,0.0,0.0,0.0005794901827660683,0.0019950471818447166
2022-06-01 01:00:00-04:00,74.65682004292806,70.0588929494222,74.41894340515137,69.91524925231934,77.98984667460125,79.2970361073812,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 02:00:00-04:00,74.35735511779785,69.78828582763671,74.11502749125162,69.66011924743653,77.60263036092122,78.88680483500163,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 03:00:00-04:00,74.3604076385498,70.19409472147623,74.09184799194337,70.11285654703777,77.50055465698243,78.77779337565104,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 04:00:00-04:00,74.47003657023112,70.6527084350586,74.20868810017903,70.61493199666342,77.51852302551269,78.77282740275065,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 05:00:00-04:00,74.53915176391602,70.86554870605468,74.28949877421061,70.82807350158691,77.50635630289713,78.72837409973144,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 06:00:00-04:00,74.34341468811037,70.36050732930501,74.11760063171387,70.2657465616862,77.28792584737143,78.46582489013672,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 07:00:00-04:00,74.09784609476725,69.88928184509278,73.87740910847984,69.78429590861002,77.03191502888997,78.19087460835775,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 08:00:00-04:00,73.98259887695312,69.83548405965169,73.7520320892334,69.78394266764323,76.88121147155762,78.04256668090821,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 09:00:00-04:00,74.07019004821777,70.27825304667155,73.83149134318033,70.26588834126792,76.92161801656087,78.0846934000651,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 10:00:00-04:00,74.0952646891276,70.63521881103516,73.88805491129557,70.62018903096516,76.95567728678385,78.08660583496093,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 11:00:00-04:00,73.9417610168457,70.80686925252279,73.78254470825196,70.82395350138346,76.80331192016601,77.92237650553385,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 12:00:00-04:00,73.83487968444824,70.92990303039552,73.69844411214193,70.98147951761881,76.70849558512371,77.82820231119791,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 13:00:00-04:00,73.99937693277995,71.09997227986653,73.82807858784993,71.14720242818197,76.81892865498861,77.97973734537761,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 14:00:00-04:00,74.33239186604818,71.2818239847819,74.1377717336019,71.33076756795249,77.08258781433105,78.23273175557455,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 15:00:00-04:00,74.5790178934733,71.37891070048015,74.36550394694011,71.43243993123373,77.26959139506022,78.39169680277506,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 16:00:00-04:00,74.71632207234701,71.43217074076334,74.51451873779297,71.48539505004882,77.38860791524252,78.47156194051107,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 17:00:00-04:00,74.8247688293457,71.47408574422201,74.61717236836752,71.52915445963542,77.47433217366536,78.53146082560221,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 18:00:00-04:00,74.88612772623698,71.48709818522136,74.67666308085124,71.53725357055664,77.51844851175944,78.54925575256348,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 19:00:00-04:00,74.90489921569824,71.4601609547933,74.68703219095866,71.50393040974934,77.51596844991049,78.52255007425944,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 20:00:00-04:00,74.9171942392985,71.43408902486165,74.68941701253256,71.47377039591471,77.49963569641113,78.48056615193686,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 21:00:00-04:00,74.75701560974122,71.35456479390463,74.53783620198568,71.39371681213379,77.34930051167807,78.3023120880127,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 22:00:00-04:00,74.47475751241048,71.08982226053874,74.27616996765137,71.1071393330892,77.0519568125407,77.99766286214192,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01 23:00:00-04:00,73.98873786926269,70.45121917724609,73.82847862243652,70.48207041422528,76.56667722066244,77.50385831197103,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 00:00:00-04:00,73.48612518310547,69.8437868754069,73.35557734171549,69.88871459960937,76.05261777242025,76.98472023010254,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 01:00:00-04:00,73.05073776245118,69.40909525553386,72.94645582834879,69.45551884969076,75.59249521891276,76.52265135447185,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 02:00:00-04:00,72.77613970438641,69.21161766052246,72.66520729064942,69.24231897989908,75.26690292358398,76.19020500183106,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 03:00:00-04:00,72.76890830993652,69.43296763102214,72.62954432169597,69.45062484741212,75.19683685302736,76.11468454996746,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 04:00:00-04:00,72.84128100077312,69.69789746602378,72.68163108825684,69.71876360575358,75.22149442036948,76.1345609029134,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 05:00:00-04:00,72.93547706604004,69.91539789835613,72.76494000752767,69.94771766662598,75.27958145141602,76.18242111206057,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 06:00:00-04:00,73.03612632751465,70.07785313924154,72.84722646077473,70.12201258341472,75.34878044128419,76.2413761138916,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 07:00:00-04:00,73.12448196411134,70.19653053283692,72.92831891377767,70.25518862406413,75.42050081888834,76.30580571492513,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 08:00:00-04:00,73.20541140238444,70.27934583028157,72.99836654663086,70.35242029825847,75.49401550292968,76.36766090393067,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 09:00:00-04:00,73.25139198303224,70.36324323018393,73.0493876139323,70.4291940053304,75.57521222432455,76.45446039835612,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 10:00:00-04:00,73.29804356892903,70.43681004842122,73.09595667521158,70.48707402547201,75.66124165852865,76.54658648173015,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 11:00:00-04:00,73.37206268310547,70.52207463582357,73.16688893636068,70.55674273173014,75.79048576354981,76.72445246378581,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 12:00:00-04:00,73.46801160176595,70.61630872090657,73.24499092102052,70.64191767374675,75.94120038350424,76.92306429545084,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 13:00:00-04:00,73.57230733235677,70.70093269348145,73.3290158589681,70.73467305501302,76.07066446940104,77.07374496459961,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 14:00:00-04:00,73.66772753397623,70.77017339070638,73.40695648193359,70.8156145731608,76.17060801188151,77.17716306050619,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 15:00:00-04:00,73.75479774475097,70.83210372924806,73.47735277811687,70.8862740834554,76.25463053385417,77.25357106526693,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 16:00:00-04:00,73.79364166259765,70.87470525105795,73.51614481608073,70.90197728474935,76.3273701985677,77.32217661539714,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 17:00:00-04:00,73.79881757100425,70.87246640523274,73.52029635111492,70.8962252298991,76.35233370463054,77.34518407185872,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 18:00:00-04:00,73.7677625020345,70.83068389892578,73.49816436767578,70.8529239654541,76.34237238566081,77.32451960245768,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 19:00:00-04:00,73.76669705708822,70.81396077473958,73.48325030008952,70.84600690205892,76.32953109741212,77.30402094523112,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 20:00:00-04:00,73.74677467346193,70.81171544392905,73.47051150004069,70.84440841674805,76.31538518269856,77.28260612487793,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 21:00:00-04:00,73.73789978027344,70.8070504506429,73.46636721293132,70.85425936381021,76.29549064636231,77.25095456441245,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 22:00:00-04:00,73.63346366882324,70.6354502360026,73.36362380981446,70.65374374389648,76.15765444437663,77.08475112915039,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02 23:00:00-04:00,73.28458480834962,70.03421503702799,73.05131072998049,70.05875701904297,75.78235435485841,76.67895965576172,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,72.89603792826334,69.46911277770997,72.69342091878255,69.5104606628418,75.3687806447347,76.25326728820801,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 01:00:00-04:00,72.51622797648112,69.01979904174804,72.33880233764648,69.05540110270184,74.96988283793131,75.85026117960612,0.0,0.0,0.0,0.0,0.0001475610925505533,0.0
2022-06-03 02:00:00-04:00,72.24418055216474,68.77267405192057,72.07869351704916,68.80457000732423,74.67855275472007,75.55086809794109,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 03:00:00-04:00,72.2233450571696,68.97350158691407,72.03226254781087,68.99761899312337,74.6106564839681,75.48187154134115,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 04:00:00-04:00,72.27319882710775,69.21295954386395,72.06578788757324,69.23772392272949,74.62322158813478,75.49432182312012,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 05:00:00-04:00,72.34228299458822,69.40254414876303,72.1280460357666,69.44040489196777,74.67236061096192,75.53500595092774,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 06:00:00-04:00,72.40873641967774,69.53097254435221,72.18066838582357,69.58018023173014,74.72160530090332,75.5733144124349,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 07:00:00-04:00,72.4099484761556,69.55263023376465,72.18427988688151,69.59428176879882,74.72427101135254,75.56144332885742,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 08:00:00-04:00,72.40465965270997,69.56663627624512,72.18379923502604,69.61540896097819,74.72444699605306,75.56805610656738,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 09:00:00-04:00,72.45273157755534,69.65548146565756,72.22094586690267,69.7124252319336,74.77066103617351,75.62621879577638,0.0,0.0,0.0,0.0,7.401810726150666e-05,0.0
2022-06-03 10:00:00-04:00,72.48764775594076,69.74041481018068,72.25605201721191,69.77559572855631,74.83080838521322,75.68606961568197,0.0,0.0,0.0,0.0,8.128202365090166e-05,0.0
2022-06-03 11:00:00-04:00,72.55790481567384,69.8295684814453,72.31783002217611,69.86261863708498,74.91571528116862,75.78131256103515,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 12:00:00-04:00,72.61770833333334,69.90695597330729,72.37716636657714,69.928062693278,75.01370989481607,75.88449541727702,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 13:00:00-04:00,72.6995340983073,69.98097165425618,72.43598035176595,69.99089482625325,75.12193895975749,76.0094643910726,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03 14:00:00-04:00,72.82230656941734,70.0768508911133,72.53738212585449,70.09986483256024,75.30156262715657,76.24797197977702,0.0,0.0,0.0,0.0,0.0,0.0
