Timestamp,Z11_RH (%),Z12+13_RH (%),Z15+16_RH (%),Z17_RH (%),Z1_RH (%),Z21_RH (%),Z22+23_RH (%),Z24_RH (%),Z25+26+27_RH (%),Z31_RH (%),Z32_RH (%),Z33_RH (%),Z3_RH (%),Z4_RH (%),Z5_RH (%)
2022-06-01 00:00:00-04:00,45.21533298492433,46.60866641998293,47.19266643524172,44.16666622161866,49.37866684595745,44.61333306630453,43.26866639455159,41.880666478474936,44.02666676839193,35.953332901000984,38.271666653951016,41.74933331807454,47.582000096639,47.6046667098999,51.72133350372314
2022-06-01 01:00:00-04:00,44.75133317311606,46.6120002746582,47.58800023396811,44.51266682942708,48.98066660563151,44.22400010426839,43.3793337504069,42.50533288319905,43.67000020345051,36.052333323160816,38.21300004323324,41.81333338419597,47.14266713460287,49.213333574930815,52.04399954477945
2022-06-01 02:00:00-04:00,43.61400006612142,44.73533369700114,46.02666670481366,43.70199985504151,48.00799999237061,44.81333287556968,44.60133310953775,43.98666623433432,45.271999740600585,36.12300027211507,38.15666656494143,41.922000185648606,45.15933297475178,47.01199995676678,50.065333239237454
2022-06-01 03:00:00-04:00,42.93666680653889,42.98933353424072,45.080000114440935,43.68600025177002,43.71666660308837,44.03466663360596,43.841333325703935,42.95566622416178,45.46400032043456,36.26433302561443,38.21033350626628,42.1379997253418,45.01066665649415,45.83533356984456,49.455333900451656
2022-06-01 04:00:00-04:00,42.43066685994467,41.64133345286052,44.60066623687744,43.824666468302375,42.42333323160809,41.84999993642172,41.24266668955484,41.079333623250335,43.14733378092448,36.162333234151205,37.71099999745686,40.71266733805338,45.51000035603841,45.48466714223227,50.21666653951011
2022-06-01 05:00:00-04:00,42.2806677500407,42.02933355967204,44.83866710662842,43.995333671569824,41.687000147501614,42.83866659800212,42.35599988301594,41.45333321889243,43.60266666412353,36.39800033569335,37.729999605814605,40.60433349609376,46.28266665140788,45.68133328755698,51.08666648864745
2022-06-01 06:00:00-04:00,43.44200013478597,42.3866668065389,44.8953332901001,44.06600081125896,44.24599997202556,42.95733350118001,42.16599992116293,41.7563330968221,43.1873332977295,36.62166665395102,37.76233259836832,40.35966682434081,46.695332972208654,45.34333324432374,51.348667208353696
2022-06-01 07:00:00-04:00,42.63666712443035,42.06266638437908,44.6073325475057,43.94266592661542,43.18666687011717,42.26533311208089,41.40700035095215,41.37166652679443,42.33999989827475,36.67966696421307,37.70900065104168,40.049000040690096,45.657332992553705,44.99733308156332,51.18466739654544
2022-06-01 08:00:00-04:00,41.90533301035563,41.09433377583821,43.539333534240725,43.56933320363362,42.07266693115232,41.25266660054525,40.65000006357829,40.54366696675618,42.05266672770184,36.49766623179119,37.47833239237468,39.49966634114583,44.30600032806396,44.18266614278157,49.44266649881998
2022-06-01 09:00:00-04:00,41.92466723124185,41.19633337656656,43.62333329518636,43.61066646575927,41.360666847229005,40.88766676584881,40.01933275858562,40.572666676839205,41.494000307718906,36.50633227030436,37.383667182922366,39.194999949137376,44.8866667429606,44.15333366394045,50.47599989573161
2022-06-01 10:00:00-04:00,41.96333281199137,41.38466733296713,43.58266614278158,43.47333291371663,41.10066661834716,41.846667098999006,40.8303332010905,40.58400014241537,41.777333577473954,36.64733352661133,37.3643330891927,39.04433301289876,44.94533303578695,44.13866659800213,50.48666642506915
2022-06-01 11:00:00-04:00,41.63466650644936,41.13866697947186,42.3760000228882,43.11066652933759,41.68433322906496,41.565333112080886,40.54466673533121,39.85433355967204,41.64266675313313,36.72866744995118,37.37800000508626,38.9696662902832,44.97799917856855,44.07533410390218,50.48266677856444
2022-06-01 12:00:00-04:00,41.79199975331623,41.32333316802979,42.34866701761883,43.33800080617269,42.290000470479335,41.895999844868975,40.91499996185304,40.3813332239787,41.94533360799152,36.9546667098999,37.46266619364421,38.75700003306071,45.13866615295412,44.158666356404645,50.661999448140456
2022-06-01 13:00:00-04:00,41.851332855224605,41.56333332061767,42.42399978637695,43.42400023142497,43.0006669362386,41.981999206542966,41.10133317311605,41.03333377838135,41.80533281962076,37.50466651916504,38.35799967447917,39.27166633605956,44.90199972788491,44.39000002543132,50.6353328704834
2022-06-01 14:00:00-04:00,42.014667002360014,42.19533418019612,42.37666683197021,43.62799987792968,43.745999844868976,42.49466641743978,41.38333358764648,41.29200026194255,42.08800055185954,38.31533342997232,39.736333274841314,39.68599993387856,45.02333354949951,44.59800065358478,50.189333661397306
