Timestamp,Z11_E_opening (%),Z11_S_opening (%),Z12_S_opening (%),Z13_S_opening (%),Z13_W_opening (%),Z15_N_opening (%),Z15_W_opening (%),Z16_N_opening (%),Z17_N_opening (%),Z1_Solar_damper_opening (%),Z1_S_opening (%),Z21_E_opening (%),Z21_Sky_opening (%),Z21_S_opening (%),Z22_S_opening (%),Z23_Sky_opening (%),Z23_S_opening (%),Z23_W_opening (%),Z24_opening (%),Z24_Sky_opening (%),Z25_N_opening (%),Z25_Sky_opening (%),Z25_W_opening (%),Z26_N_opening (%),Z27_N_opening (%),Z27_Sky_opening (%),Z31_Sky_opening (%),Z31_S_opening (%),Z32_W_opening (%),Z33_N_opening (%),Z33_Sky_opening (%),Z3_N_opening (%),Z4_N_opening (%),Z5_N_opening (%)
2023-06-01 00:00:00-04:00,11.166666666666666,8.7,39.266666666666666,59.46666666666667,73.43333333333334,4.666666666666667,8.066666666666666,4.666666666666667,0.0,0.0,30.066666666666663,98.7,98.21666666666668,98.4,0.0,0.0,0.0,0.0,99.83333333333331,99.83333333333331,97.23333333333332,96.41666666666669,84.66666666666667,53.6,97.1,96.48333333333332,91.86666666666666,55.833333333333336,67.8,67.46666666666667,67.46666666666667,0.0,21.3,0.0
2023-06-01 01:00:00-04:00,0.1666666666666666,1.1333333333333333,28.466666666666665,53.46666666666667,67.5,0.0,0.0,0.0,0.0,0.0,13.566666666666666,2.6,2.6,2.6,0.0,0.0,0.0,0.0,99.03333333333332,98.38333333333334,0.5333333333333333,0.3333333333333333,79.53333333333333,0.75,0.9333333333333332,0.8333333333333334,95.0,60.56666666666667,73.86666666666666,67.66666666666667,67.73333333333333,0.0,15.833333333333334,0.0
2023-06-01 02:00:00-04:00,0.0,0.0,5.266666666666667,28.933333333333334,44.56666666666667,0.0,0.0,0.0,0.0,0.0,8.4,8.6,8.6,8.6,0.0,0.0,0.0,0.0,7.133333333333334,6.966666666666667,3.633333333333333,4.4,3.85,3.7666666666666666,4.333333333333333,4.5,82.23333333333333,41.66666666666666,51.66666666666666,48.6,48.66666666666666,0.0,4.4,0.0
2023-06-01 03:00:00-04:00,0.0,0.0,0.0,13.4,31.4,0.0,0.0,0.0,0.0,0.0,3.8,13.0,13.0,13.0,0.0,0.0,0.0,0.0,18.2,18.2,10.733333333333333,12.366666666666667,10.7,10.7,12.733333333333333,12.7,74.36666666666666,36.333333333333336,54.8,36.1,36.1,0.0,4.833333333333333,0.0
2023-06-01 04:00:00-04:00,0.0,0.0,0.0,7.433333333333334,25.433333333333334,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,1.6333333333333333,1.6,1.6333333333333333,0.0,0.0,0.0,0.0,22.85,22.166666666666668,1.6333333333333333,1.7666666666666666,1.6666666666666667,1.6666666666666667,1.9333333333333331,1.9333333333333331,67.86666666666666,29.98333333333333,59.68333333333333,30.716666666666665,30.166666666666668,0.0,5.0,0.0
2023-06-01 05:00:00-04:00,0.0,0.0,0.3333333333333333,0.7666666666666667,14.683333333333334,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33333333333333,23.35,0.0,0.0,0.0,0.0,0.0,0.0,54.95,16.95,58.98333333333333,20.416666666666668,17.416666666666668,0.0,2.45,0.0
2023-06-01 06:00:00-04:00,0.0,0.0,0.5,0.3333333333333333,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.966666666666665,20.9,1.0,1.0,1.0,1.0,1.0,1.0,44.43333333333333,6.466666666666667,46.15,9.283333333333331,6.5,0.0,0.0,0.0
2023-06-01 07:00:00-04:00,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.016666666666666,20.03333333333333,1.0166666666666666,1.0,1.0,1.0,1.0166666666666666,1.0,11.05,0.0,20.2,0.0,0.0,0.0,0.5,0.0
2023-06-01 08:00:00-04:00,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,10.483333333333333,10.016666666666667,0.9,1.0,1.0,1.0,0.9,1.0,9.0,0.0,0.45,0.0,0.0,0.0,0.5,0.0
2023-06-01 09:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 10:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 11:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 12:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666663,0.0,0.0,0.0,0.0
2023-06-01 13:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 14:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 15:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 16:00:00-04:00,0.0,0.0,0.0,0.0,0.0,1.7,1.7666666666666666,1.7,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.7666666666666666,1.7,0.0,1.75
2023-06-01 17:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 18:00:00-04:00,0.0,0.0,0.0,0.0,0.0,1.7666666666666666,1.7666666666666666,1.7666666666666666,1.7666666666666666,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,1.75,1.75,1.7,1.7666666666666666,1.75
2023-06-01 19:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 20:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 21:00:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01 22:00:00-04:00,29.366666666666667,29.48333333333333,32.71666666666667,33.0,32.68333333333333,25.466666666666665,25.4,25.466666666666665,26.85,0.0,28.383333333333333,37.13333333333333,37.2,23.883333333333333,31.35,31.45,31.35,31.35,40.61666666666667,40.81666666666667,35.833333333333336,35.96666666666667,35.9,35.9,35.86666666666667,35.9,49.6,47.98333333333333,46.81666666666667,47.28333333333333,48.266666666666666,19.0,25.516666666666666,12.933333333333334
2023-06-01 23:00:00-04:00,99.26666666666668,99.28333333333332,98.83333333333331,99.9,99.88333333333334,97.11666666666666,97.11666666666666,97.11666666666666,97.93333333333334,0.0,98.35,99.91666666666669,99.91666666666669,99.36666666666666,87.01666666666667,99.86666666666666,99.83333333333331,99.83333333333331,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,86.2,90.31666666666666,67.73333333333333
2023-06-02 00:00:00-04:00,100.0,100.0,97.66666666666669,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.16666666666669,100.0,100.0,100.0,76.93333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,87.76666666666667,88.26666666666667,100.0
2023-06-02 01:00:00-04:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,98.93333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,100.0,100.0,100.0
2023-06-02 02:00:00-04:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,100.0,91.86666666666666,100.0
2023-06-02 03:00:00-04:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,100.0,88.88333333333334,100.0
2023-06-02 04:00:00-04:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,94.0,94.0,100.0,100.0,99.85,100.0
